x,y
0.0,0.02059011300824802
0.0031478884304506943,0.020589807357423832
0.006295776860901389,0.020588890401737923
0.009443665291352083,0.020587362131552368
0.012591553721802777,0.02058522253081065
0.015739442152253473,0.02058247157704786
0.018887330582704167,0.020579109241404766
0.02203521901315486,0.020575135488646062
0.025183107443605555,0.020570550277182704
0.02833099587405625,0.020565353559098224
0.031478884304506946,0.020559545280179222
0.034626772734957637,0.020553125379949844
0.037774661165408334,0.02054609379171054
0.040922549595859024,0.020538450442580857
0.04407043802630972,0.020530195253546362
0.04721832645676041,0.020521328139509833
0.05036621488721111,0.020511849009346616
0.05351410331766181,0.020501757765964135
0.0566619917481125,0.02049105430636583
0.059809880178563195,0.02047973852171917
0.06295776860901389,0.020467810297428113
0.06610565703946458,0.020455269513210018
0.06925354546991527,0.020442116043176587
0.07240143390036596,0.020428349755919617
0.07554932233081667,0.02041397051460106
0.07869721076126736,0.020398978177047535
0.08184509919171805,0.02038337259584943
0.08499298762216875,0.020367153618464636
0.08814087605261944,0.020350321087326956
0.09128876448307013,0.02033287483995896
0.09443665291352082,0.020314814709090027
0.09758454134397153,0.020296140522778727
0.10073242977442222,0.020276852104540347
0.10388031820487291,0.020256949273479284
0.10702820663532361,0.020236431844426302
0.1101760950657743,0.020215299628080993
0.113323983496225,0.020193552431159206
0.11647187192667569,0.02017119005654573
0.11961976035712639,0.020148212303452172
0.12276764878757708,0.02012461896758027
0.12591553721802778,0.02010040984129035
0.12906342564847847,0.020075584713775543
0.13221131407892917,0.02005014337124144
0.13535920250937986,0.020024085597091287
0.13850709093983055,0.019997411172117032
0.14165497937028124,0.019970119874696133
0.14480286780073193,0.01994221148099421
0.14795075623118265,0.01991368576517394
0.15109864466163334,0.019884542499609546
0.15424653309208403,0.019854781455108043
0.15739442152253472,0.019824402401136438
0.1605423099529854,0.019793405106055366
0.1636901983834361,0.019761789337359295
0.1668380868138868,0.01972955486192335
0.1699859752443375,0.01969670144625679
0.1731338636747882,0.019663228856763446
0.1762817521052389,0.019629136860008993
0.17942964053568958,0.01959442522299546
0.18257752896614027,0.01955909371344281
0.18572541739659096,0.019523142100077936
0.18887330582704165,0.01948657015293128
0.19202119425749237,0.019449377643640693
0.19516908268794306,0.01941156434576355
0.19831697111839375,0.019373130035096286
0.20146485954884444,0.019334074490002292
0.20461274797929513,0.019294397491748022
0.20776063640974582,0.019254098824847212
0.2109085248401965,0.019213178277413787
0.21405641327064723,0.01917163564152348
0.21720430170109792,0.01912947071358421
0.2203521901315486,0.019086683294715447
0.2235000785619993,0.0190432731911369
0.22664796699245,0.018999240214566372
0.22979585542290068,0.018954584182627517
0.23294374385335137,0.018909304919266783
0.2360916322838021,0.018863402255180916
0.23923952071425278,0.018816876028254156
0.24238740914470347,0.01876972608400584
0.24553529757515416,0.018721952276048802
0.24868318600560485,0.018673554466558124
0.25183107443605557,0.018624532526751125
0.25497896286650623,0.018574886337378544
0.25812685129695695,0.018524615789226984
0.2612747397274076,0.018473720783633
0.26442262815785833,0.018422201233009337
0.267570516588309,0.01837005706138297
0.2707184050187597,0.018317288204945645
0.27386629344921043,0.018263894612617154
0.2770141818796611,0.01820987624662124
0.2801620703101118,0.018155233083074963
0.2833099587405625,0.018099965112591286
0.2864578471710132,0.018044072340895313
0.28960573560146385,0.017987554789454737
0.29275362403191457,0.017930412496124485
0.2959015124623653,0.017872645515805724
0.29904940089281595,0.017814253921120054
0.30219728932326667,0.017755237803098737
0.30534517775371733,0.017695597271887444
0.30849306618416805,0.01763533245746683
0.3116409546146187,0.017574443510389233
0.31478884304506943,0.017512930602532194
0.31793673147552015,0.017450793927868337
0.3210846199059708,0.017388033703252734
0.32423250833642153,0.01732465016922786
0.3273803967668722,0.017260643590846492
0.3305282851973229,0.01719601425851294
0.3336761736277736,0.017130762488842734
0.3368240620582243,0.017064888625541844
0.339971950488675,0.016998393040305187
0.3431198389191257,0.016931276133735046
0.3462677273495764,0.016863538336279977
0.34941561578002706,0.01679518010919449
0.3525635042104778,0.016726201945519752
0.35571139264092844,0.016656604371086358
0.35885928107137915,0.016586387945538995
0.3620071695018299,0.0165155532633839
0.36515505793228054,0.016444100955059188
0.36830294636273125,0.016372031688029167
0.3714508347931819,0.01629934616790254
0.37459872322363263,0.016226045139575176
0.3777466116540833,0.016152129388398394
0.380894500084534,0.0160775997413726
0.38404238851498473,0.016002457068367455
0.3871902769454354,0.01592670228336874
0.3903381653758861,0.01585033634575268
0.3934860538063368,0.01577336026158838
0.3966339422367875,0.01569577508496869
0.39978183066723816,0.015617581919370599
0.4029297190976889,0.015538781919045118
0.4060776075281396,0.015459376290438122
0.40922549595859026,0.015379366293641943
0.412373384389041,0.015298753243879259
0.41552127281949164,0.015217538513019152
0.41866916124994236,0.01513572353112678
0.421817049680393,0.015053309788046695
0.42496493811084374,0.014970298835021214
0.42811282654129446,0.014886692286344027
0.4312607149717451,0.014802491821050279
0.43440860340219584,0.014717699184643503
0.4375564918326465,0.014632316190860572
0.4407043802630972,0.014546344723475263
0.4438522686935479,0.014459786738141384
0.4470001571239986,0.014372644264276317
0.4501480455544493,0.014284919406985843
0.4532959339849,0.014196614349031153
0.4564438224153507,0.014107731352838866
0.45959171084580136,0.014018272762555427
0.4627395992762521,0.013928241006146114
0.46588748770670274,0.013837638597540468
0.46903537613715346,0.013746468138824505
0.4721832645676042,0.013654732322480899
0.47533115299805484,0.013562433933678722
0.47847904142850556,0.013469575852612952
0.4816269298589562,0.013376161056895515
0.48477481828940694,0.013282192623998651
0.4879227067198576,0.01318767373375201
0.4910705951503083,0.013092607670894462
0.49421848358075904,0.012996997827681869
0.4973663720112097,0.012900847706552157
0.5005142604416604,0.012804160922848869
0.5036621488721111,0.012706941207604374
0.5068100373025618,0.012609192410384511
0.5099579257330125,0.012510918502195302
0.5131058141634631,0.012412123578453865
0.5162537025939139,0.012312811862024273
0.5194015910243646,0.012212987706320545
0.5225494794548152,0.0121126555984773
0.525697367885266,0.012011820162590678
0.5288452563157167,0.011910486163030061
0.5319931447461673,0.01180865850782299
0.535141033176618,0.01170634225211428
0.5382889216070688,0.011603542601701475
0.5414368100375194,0.011500264916647976
0.5445846984679701,0.011396514714975802
0.5477325868984209,0.011292297676439711
0.5508804753288715,0.011187619646384251
0.5540283637593222,0.011082486639686275
0.5571762521897728,0.01097690484478377
0.5603241406202236,0.010870880627794077
0.5634720290506743,0.010764420536722493
0.566619917481125,0.010657531305764134
0.5697678059115757,0.010550219859700413
0.5729156943420264,0.010442493318392908
0.576063582772477,0.010334359001376045
0.5792114712029277,0.010225824432551857
0.5823593596333785,0.010116897344987927
0.5855072480638291,0.01000758568582177
0.5886551364942798,0.009897897621273572
0.5918030249247306,0.009787841541769813
0.5949509133551812,0.009677426067180394
0.5980988017856319,0.009566660052171631
0.6012466902160826,0.0094555525916779
0.6043945786465333,0.009344113026494398
0.607542467076984,0.009232350948994075
0.6106903555074347,0.009120276208971257
0.6138382439378854,0.009007898919614819
0.6169861323683361,0.008895229463614119
0.6201340207987868,0.008782278499400355
0.6232819092292374,0.008669056967526609
0.6264297976596882,0.008555576097189701
0.6295776860901389,0.008441847412897052
0.6327255745205895,0.008327882741281661
0.6358734629510403,0.008213694218068982
0.639021351381491,0.008099294295198631
0.6421692398119416,0.007984695748104922
0.6453171282423923,0.007869911683159375
0.6484650166728431,0.007754955545279339
0.6516129051032937,0.007639841125706176
0.6547607935337444,0.007524582569956998
0.6579086819641952,0.007409194385953823
0.6610565703946458,0.007293691452334468
0.6642044588250965,0.0071780890269488
0.6673523472555472,0.007062402755545243
0.6705002356859979,0.006946648680651262
0.6736481241164486,0.006830843250652641
0.6767960125468993,0.006715003329076045
0.67994390097735,0.006599146204079336
0.6830917894078007,0.006483289598154624
0.6862396778382513,0.006367451678048813
0.689387566268702,0.006251651064906562
